respondent_state,investor_home_state,economic_sector,summary_of_dispute,amount_claimed_musd,year,"Primary - A - Agriculture, forestry and fishing",Primary - B - Mining and quarrying,Secondary - C - Manufacturing,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Tertiary - E - Water supply; sewerage, waste management and remediation activities",Tertiary - F - Construction,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Tertiary - H - Transportation and storage,Tertiary - I - Accommodation and food service activities,Tertiary - J - Information and communication,Tertiary - K - Financial and insurance activities,Tertiary - L - Real estate activities,"Tertiary - M - Professional, scientific and technical activities",Tertiary - N - Administrative and support service activities,Tertiary - O - Public administration and defence; compulsory social security,Tertiary - Q - Human health and social work activities,"Tertiary - R - Arts, entertainment and recreation",Tertiary - S - Other service activities
ROU,USA,Secondary - C - Manufacturing,"Claims arising out of contractual disagreements between the parties and the Government's termination of certain privatization agreement concluded with the investor, followed by the cancellation of the company's shareholdings, the taking of its Romanian assets, and the re-privatization of the assets by putting them out to tender.",,2007,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TUR,NLD,Tertiary - J - Information and communication,"Claims arising out of the receivership and the alleged subsequent forced sale by Turkish authorities of assets held by Telsim, a major mobile phone company in which the claimant had invested.",,2007,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
PRY,CHE,"Tertiary - M - Professional, scientific and technical activities","Claims arising out of Paraguay's alleged non-payment of invoices to the investor under a pre-shipment inspection contract, followed by the termination of the contract by Paraguay's Ministry of Finance.",,2007,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
NGA,NLD,Primary - B - Mining and quarrying,"Claims arising out of the alleged breach of a production-sharing contract concluded between Shell Nigeria and Nigeria's state oil company (NNPC), after the State ordered NNPC's portion of the venture to be handed over to a private company, Malabu Oil and Gas, with which the claimant had farmed the relevant exploration block.",,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DOM,FRA,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the Government's alleged wrongful interference with the claimant's indirect holdings in an electricity joint venture (Empresa Distribuidora de Electricidad del Este, S.A.) by, among other alleged actions and omissions, failing to pay compensation for negotiated tariffs and subsidies.",,2007,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DOM,USA,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the Government's alleged wrongful interference with TCW Group's indirect holdings in an electricity joint venture (Empresa Distribuidora de Electricidad del Este, S.A.) by, among other alleged actions and omissions, failing to pay compensation for negotiated tariffs and subsidies.",,2007,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LBN,ITA,Tertiary - F - Construction,"Claims arising out of alleged interferences by the Lebanese Government that caused material damage to the construction project of a highway in which the claimant had invested, followed by its refusal to adopt adequate corrective measures; for instance, changing the regulatory framework, failing to deliver sites, failing to protect Toto's legal possession, and giving erroneous design information and instructions.",,2007,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
JOR,USA,Primary - B - Mining and quarrying,"Claims arising out of claimant's oil exploratory work which confirmed the existence of oil deposits in the Dead Sea and Wadi Araba basin in a designated area of exploration, followed by the Government's alleged systematic campaign to prevent the investor from pursuing any further role in the development of those oil deposits despite an express contractual entitlement to participate.",,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ARM,USA,Secondary - C - Manufacturing,"Claims arising out of the claimant's investment in a privatized tire plant in Yerevan, Armenia, and the alleged improper Government interference with the implementation of claimant's investment program.",,2007,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PER,CHN,Secondary - C - Manufacturing,Claims arising out of the seizure of the bank account of claimant's enterprise due to tax debt and other alleged actions undertaken by Peruvian tax authorities that resulted in the substantive deprivation of claimant's investment.,,2007,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ARG,ESP,"Tertiary - E - Water supply; sewerage, waste management and remediation activities;
Tertiary - E - Water supply; sewerage, waste management and remediation activities",Claims arising out of Argentina's alleged interference with the tariff regime applicable to claimant's investment and other alleged breaches of obligations under the relevant concession agreement through the enactment of emergency measures during its 2001-2002 economic crisis.,,2007,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
AZE,NLD,"Tertiary - D - Electricity, gas, steam and air conditioning supply;
Tertiary - H - Transportation and storage;
Tertiary - H - Transportation and storage","Claims arising out of Azpetrol International Holdings’s loss of its shares in Azpetrol Group and Azpetrol Oil Services Group, after an Azerbaijan court decided the original purchase contract had been ineffective, and returned the shares to their former owner.",,2006,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
AZE,TUR,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged breach of a contract concluded between the Government of Azerbaijan and the investor to provide electricity services in the cities of Baku and Sumgayit for 25 years, which in turn led to criminal accusations against Barmek's managers for embezzlement, “abuse of office” and the illegal sale of electricity.",,2006,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TUR,POL,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged unilateral termination of certain concession agreements by the Turkish government, followed by the alleged seizure and expropriation of assets of the two hydroelectric plants in which the claimant had invested without compensation.",,2006,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
